#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
65000,129.99999999989262,-80.52441657573218,45.465266161170234,-35.05915041456194,214.4397895626786,1.26e+03
65500,130.9999999998974,-100.08367976418708,76.33792031781918,-23.7457594463679,360.0526061054149,1.27e+03
66000,131.99999999990217,-90.94561618741136,59.95369266234886,-30.991923525062504,282.77536509837256,1.27e+03
66500,132.99999999990695,-81.34875972376904,72.26783207473167,-9.080927649037363,340.8557787239307,1.27e+03
67000,133.99999999991172,-75.395631299878,59.035049707642955,-16.36058159223505,278.4425277804947,1.28e+03
67500,134.9999999999165,-67.42075626854785,63.023047350944225,-4.397708917603623,297.25216968107054,1.28e+03
68000,135.99999999992127,-79.8229967890511,59.048164225167135,-20.77483256388397,278.5043832278626,1.28e+03
68500,136.99999999992605,-82.05147505752393,65.38902932098566,-16.662445736538274,308.41147256442395,1.28e+03
69000,137.99999999993082,-94.6634169263125,55.59977102050344,-39.063645905809054,262.23981962636316,1.28e+03
69500,138.9999999999356,-68.11633056087885,57.58356799829685,-10.532762562582,271.59652293796535,1.29e+03
70000,139.99999999994037,-65.83215791702196,71.66828981030599,5.836131893284033,338.027999896867,1.29e+03
70500,140.99999999994515,-54.80902526926366,76.08341689769527,21.274391628431616,358.85222470522933,1.29e+03
71000,141.99999999994992,-58.585276159094064,80.79651971180928,22.211243552715217,381.08187078413096,1.29e+03
71500,142.9999999999547,-68.09848976307251,56.55188166069263,-11.546608102379878,266.7305093893746,1.3e+03
72000,143.99999999995947,-96.26855630338832,63.04387138778201,-33.22468491560631,297.35038756154023,1.3e+03
72500,144.99999999996425,-97.08586327008379,51.08997405588517,-45.99588921419862,240.96907838325816,1.3e+03
73000,145.99999999996902,-69.20416082898646,56.46183802055818,-12.742322808428277,266.30581289307696,1.3e+03
73500,146.9999999999738,-79.80130018604541,52.473285234690216,-27.328014951355193,247.49355262764297,1.3e+03
74000,147.99999999997857,-92.42918990517501,74.2089684724555,-18.220221432719512,350.0112707244561,1.31e+03
74500,148.99999999998334,-98.00745798302887,55.94452186581164,-42.062936117217234,263.86585868786074,1.31e+03
75000,149.99999999998812,-82.62601619496854,43.73882109678726,-38.88719509818128,206.29690274914014,1.31e+03
75500,150.9999999999929,-69.95786089095054,42.199051426267694,-27.758809464682848,199.03448218064014,1.31e+03
76000,151.99999999999767,-84.56561469055214,60.838008191499036,-23.727606499053103,286.9462949529509,1.31e+03
76500,153.00000000000244,-81.14969567197431,63.44530892890754,-17.704386743066777,299.2437929918825,1.31e+03
77000,154.00000000000722,-64.0793123838157,55.68851572253521,-8.390796661280497,262.65838959934064,1.31e+03
77500,155.000000000012,-69.52887610329981,70.78891898808394,1.2600428847841272,333.8803920637491,1.32e+03
78000,156.00000000001677,-65.74450072273612,68.49495599032883,2.750455267592713,323.0607711962637,1.32e+03
78500,157.00000000002154,-57.53354921850314,74.47080549909121,16.937256280588073,351.2462415413527,1.32e+03
79000,158.00000000002632,-47.44722840951408,59.72641147482298,12.2791830653089,281.7033790716806,1.32e+03
79500,159.0000000000311,-89.36227205175453,51.30405194593609,-38.05822010581844,241.9787902263563,1.32e+03
80000,160.00000000003587,-90.7863003464372,54.84004559330218,-35.94625475313502,258.6565268296833,1.32e+03
80500,161.00000000004064,-97.91059460220436,64.50068968731766,-33.409904914886695,304.22156276759875,1.32e+03
81000,162.00000000004542,-83.31241602927184,54.34424207803702,-28.968173951234824,256.31803834264787,1.33e+03
81500,163.0000000000502,-91.7079409916314,73.69792365013537,-18.010017341496038,347.6008956533646,1.33e+03
82000,164.00000000005497,-94.77059540884659,59.37861658584353,-35.39197882300306,280.06298258660684,1.33e+03
82500,165.00000000005974,-76.1109492463911,54.538383352278444,-21.572565894112657,257.23371788241303,1.33e+03
83000,166.00000000006452,-88.04960804516816,74.00540503446148,-14.044203010706681,349.05115095629395,1.33e+03
83500,167.0000000000693,-84.71234856685624,52.33233079262921,-32.38001777422703,246.82873212958765,1.33e+03
84000,168.00000000007407,-77.40657649732384,53.87813731635698,-23.528439180966863,254.11962589622095,1.33e+03
84500,169.00000000007884,-89.48603507659391,33.59401071365613,-55.892024362937775,158.44826603380366,1.34e+03
85000,170.00000000008362,-97.55019105405381,52.880528621886114,-44.6696624321677,249.4143416964127,1.34e+03
85500,171.0000000000884,-77.87797216483159,55.8506264774279,-22.027345687403688,263.42299517850523,1.34e+03
86000,172.00000000009317,-64.32208732661093,51.66183655026205,-12.660250776348875,243.66630383264308,1.34e+03
86500,173.00000000009794,-85.80315356866049,59.51479032881333,-26.288363239847158,280.70525461648765,1.34e+03
87000,174.00000000010272,-61.960984121484216,53.752777355842134,-8.208206765642082,253.5283577519392,1.34e+03
87500,175.0000000001075,-88.57140288370283,72.99475134522199,-15.576651538480846,344.28433921757033,1.34e+03
88000,176.00000000011227,-65.05484250873724,42.286100667286775,-22.768741841450463,199.4450554050341,1.34e+03
88500,177.00000000011704,-89.84951324417489,54.866920359430374,-34.98259288474451,258.7832833557013,1.34e+03
89000,178.00000000012182,-68.79630643164273,45.232431766092866,-23.563874665549868,213.34161148303534,1.35e+03
89500,179.0000000001266,-62.722259212925564,61.09215786832642,-1.6301013445991472,288.1450079006127,1.35e+03
90000,180.00000000013137,-68.99869577189384,57.448018487437345,-11.55067728445649,270.9571951381237,1.35e+03
90500,181.00000000013614,-50.54526606526173,72.7755667227372,22.230300657475468,343.2505411495156,1.35e+03
91000,182.00000000014091,-73.75091806691489,60.05542479976043,-13.695493267154461,283.2551911277851,1.35e+03
91500,183.0000000001457,-63.04207376972772,65.27161358891729,2.2295398191895686,307.85767387364245,1.35e+03
92000,184.00000000015046,-83.16964123600337,70.48099099870608,-12.688650237297296,332.42803031998255,1.35e+03
92500,185.00000000015524,-86.24290656372978,47.79965923383689,-38.443247329892884,225.4501014232686,1.35e+03
93000,186.00000000016001,-76.13261364599748,68.7332207402453,-7.39939290575218,324.1845618863076,1.35e+03
93500,187.0000000001648,-60.70921337013897,73.29616675078749,12.586953380648524,345.7059839498653,1.36e+03
94000,188.00000000016956,-80.83235885644535,61.1533182103223,-19.679040646123056,288.4334745032426,1.36e+03
94500,189.00000000017434,-70.22220865972486,66.8963214886512,-3.32588717107366,315.5207109464863,1.36e+03
95000,190.0000000001791,-73.31477514939616,106.32701725438613,33.01224210498998,501.49806940602303,1.36e+03
95500,191.0000000001839,-49.61165916029654,75.52675454309795,25.91509538280141,356.2266916718549,1.36e+03
96000,192.00000000018866,-46.05262107751332,53.18763136558743,7.135010288074106,250.86281111700248,1.36e+03
96500,193.00000000019344,-47.21864678482234,55.06859939048814,7.849952605665798,259.7345151999387,1.36e+03
97000,194.0000000001982,-83.61744398590395,59.0113498451897,-24.606094140714248,278.33074588749696,1.36e+03
97500,195.000000000203,-73.59340588005239,50.55691695046227,-23.036488929590114,238.45488099339659,1.37e+03
98000,196.00000000020776,-76.68802699962953,56.30667019595104,-20.381356803678486,265.57395408161193,1.37e+03
98500,197.00000000021254,-72.97708997976792,54.85881149222685,-18.118278487541076,258.7450373731407,1.37e+03
99000,198.0000000002173,-62.25764279332907,53.401720342073716,-8.855922451255353,251.87257524997082,1.37e+03
99500,199.0000000002221,-73.64314274757635,69.93404678014238,-3.709095967433967,329.8483334868979,1.37e+03
100000,200.00000000022686,-98.97964875318576,62.03709574638651,-36.942553006799244,292.6018668795682,1.37e+03
100500,201.00000000023164,-81.53745050457792,68.66461176530322,-12.872838739274698,323.86096333754875,1.37e+03
101000,202.0000000002364,-92.28140301072563,70.80499339492557,-21.47640961580005,333.9562080153867,1.37e+03
101500,203.0000000002412,-75.42948545244508,73.28345088320586,-2.1460345692392195,345.64600876004357,1.37e+03
102000,204.00000000024596,-54.363402417395264,61.186853947902584,6.82345153050732,288.59164792037507,1.38e+03
102500,205.00000000025074,-82.10602605843451,92.29277488077977,10.186748822345265,435.30468189566795,1.38e+03
103000,206.0000000002555,-77.95758580535767,64.90930836501893,-13.048277440338737,306.14883848060174,1.38e+03
103500,207.0000000002603,-92.32135259419738,52.71759641315818,-39.6037561810392,248.64586167852949,1.38e+03
104000,208.00000000026506,-82.28175526682048,68.51922184012133,-13.76253342669915,323.17522260417184,1.38e+03
104500,209.00000000026984,-42.24316949853528,45.75190018253784,3.5087306840025576,215.7917169660217,1.38e+03
105000,210.0000000002746,-91.34459493435133,58.29650605743715,-33.048088876914186,274.9591401682553,1.38e+03
105500,211.00000000027939,-70.87282014864377,81.45012413481429,10.57730398617052,384.1646371849605,1.38e+03
106000,212.00000000028416,-64.51392522641254,63.990023410606845,-0.5239018158056936,301.8129731307003,1.38e+03
106500,213.00000000028894,-97.15431261160484,74.82556426883312,-22.328748342771718,352.9194836083691,1.38e+03
107000,214.0000000002937,-83.48808216155157,62.19887154029133,-21.289210621260246,293.3648925941501,1.38e+03
107500,215.00000000029848,-70.38328546532102,93.46600340595056,23.082717940629536,440.8382880809854,1.38e+03
108000,216.00000000030326,-42.107824352307944,72.96925881263475,30.861434460326805,344.16410208304995,1.39e+03
108500,217.00000000030803,-76.75415745784994,77.5125878388759,0.7584303810259598,365.5929994054028,1.39e+03
109000,218.0000000003128,-71.56316147683538,68.738552977234,-2.824608499601382,324.209711717691,1.39e+03
109500,219.00000000031758,-55.8419902767987,60.97999417372502,5.138003896926321,287.6159807751224,1.39e+03
110000,220.00000000032236,-58.23597985280492,61.24192745181461,3.005947599009694,288.85140556805953,1.39e+03
110500,221.00000000032713,-96.5610991110716,78.35881129331267,-18.20228781775893,369.5842655919715,1.39e+03
111000,222.0000000003319,-91.29889458495632,73.77639642233734,-17.522498162618973,347.9710174227553,1.39e+03
111500,223.00000000033668,-72.29203122108743,67.51180880131447,-4.780222419772954,318.42369559718946,1.39e+03
112000,224.00000000034146,-75.89246140117757,50.538064474052156,-25.354396927125414,238.36596210177964,1.39e+03
112500,225.00000000034623,-92.06751296993389,65.6166763968542,-26.450836573079684,309.4851843265142,1.39e+03
113000,226.000000000351,-90.68393517318691,59.60490239585755,-31.07903277732936,281.1302738526122,1.39e+03
113500,227.00000000035578,-70.43220673171231,53.558694772984715,-16.873511958727597,252.6129550337809,1.4e+03
114000,228.00000000036056,-74.29091656545279,62.57433482387224,-11.716581741580548,295.13578880388934,1.4e+03
114500,229.00000000036533,-67.17450895954971,75.72217285428671,8.547663894737,357.1483944367625,1.4e+03
115000,230.0000000003701,-94.36635588841045,66.72771888662146,-27.638637001788993,314.72548616168444,1.4e+03
115500,231.00000000037488,-94.46714745463635,64.19138583119262,-30.275761623443728,302.76271166171813,1.4e+03
116000,232.00000000037966,-86.1956041304511,50.46605281408363,-35.72955131636747,238.02631457491884,1.4e+03
116500,233.00000000038443,-85.26240149686055,67.31487514567621,-17.947526351184337,317.4948456148057,1.4e+03
117000,234.0000000003892,-88.20554193931753,44.74644400250869,-43.45909793680884,211.0494196066347,1.4e+03
117500,235.00000000039398,-86.45141786585236,54.83033856699773,-31.62107929885463,258.61074302913045,1.4e+03
118000,236.00000000039876,-73.87187700212235,49.28206280203751,-24.589814200084838,232.4419511593952,1.41e+03
118500,237.00000000040353,-59.68016574504418,65.39806008376561,5.717894338721436,308.45406672549757,1.41e+03
119000,238.0000000004083,-74.80901066586375,84.83648537649917,10.027474710635417,400.13662312860174,1.41e+03
119500,239.00000000041308,-84.26891302404692,93.72337472001247,9.454461695965549,442.05219608344294,1.41e+03
120000,240.00000000041786,-71.84631042680121,78.8921931665821,7.045882739780893,372.09999476982307,1.41e+03
120500,241.00000000042263,-83.20949340827065,62.57577610411242,-20.633717304158225,295.14258669286045,1.41e+03
121000,242.0000000004274,-74.9028426199884,50.838426897225645,-24.06441572276276,239.78264037634494,1.41e+03
121500,243.00000000043218,-90.35481980271288,65.29776958742262,-25.05705021529026,307.981040286926,1.41e+03
122000,244.00000000043696,-99.16499861015473,63.310390589399866,-35.85460802075486,298.6074421514495,1.41e+03
122500,245.00000000044173,-88.70435522688786,72.04269797773512,-16.66165724915274,339.79391958486434,1.41e+03
123000,246.0000000004465,-51.995792419184,63.76533260178545,11.769540182601453,300.7532047882139,1.41e+03
123500,247.00000000045128,-70.10018179608187,72.70547907885052,2.605297282768646,342.9199683656078,1.41e+03
124000,248.00000000045605,-70.15035187721514,52.14320492155055,-18.007146955664595,245.93670805452345,1.41e+03
124500,249.00000000046083,-98.58126956690103,71.60517424487104,-26.97609532202999,337.73031135981927,1.42e+03
125000,250.0000000004656,-93.308904302663,72.12556976602494,-21.183334536638057,340.1847895905199,1.42e+03
125500,251.00000000047038,-75.07883106193185,43.84791309411768,-31.23091796781417,206.8114420211105,1.42e+03
126000,252.00000000047515,-89.46712234341976,61.830279311960744,-27.636843031459016,291.62640414898283,1.42e+03
126500,253.00000000047993,-90.3599216453149,71.95393994167401,-18.40598170364089,339.3752867210982,1.42e+03
127000,254.0000000004847,-63.53673817636445,69.2320313240396,5.6952931476751445,326.53723340133416,1.42e+03
127500,255.00000000048948,-67.87883983366191,53.22257814100732,-14.656261692654596,251.0276397829201,1.42e+03
128000,256.00000000049425,-77.5542180255361,81.69375851120137,4.139540485665265,385.3137540562327,1.42e+03
128500,257.000000000499,-81.43373846435043,81.95612389757703,0.5223854332266029,386.5512169150992,1.42e+03
129000,258.0000000005038,-55.99855460427034,67.83166248486287,11.833107880592536,319.9323056281486,1.42e+03
129500,259.0000000005086,-84.79553607149865,98.0644495915442,13.268913520045558,462.5271489546555,1.42e+03
130000,260.00000000051335,-85.06753655904322,62.66825569937,-22.39928085967322,295.5787725248223,1.42e+03
130500,261.0000000005181,-78.2796890042955,54.170427085695174,-24.109261918600332,255.49822899085623,1.42e+03
131000,262.0000000005229,-87.73883622704307,68.92480720109648,-18.81402902594658,325.0881914879105,1.43e+03
131500,263.0000000005277,-76.95740755158477,38.63925009498798,-38.318157456596786,182.244455137611,1.43e+03
132000,264.00000000053245,-70.4040750772765,58.815834471822484,-11.588240605454018,277.4085853227153,1.43e+03
132500,265.0000000005372,-80.19461215956835,93.99233812740027,13.797725967831923,443.3207789237115,1.43e+03
133000,266.000000000542,-87.76185591750072,89.91476089635283,2.1529049788521064,424.088629259136,1.43e+03
133500,267.0000000005468,-58.11160131418728,62.869936253040294,4.758334938853011,296.53001155055745,1.43e+03
